gene,donor_3_jejunum
gene_4285981,24
gene_4066797,24
gene_4019258,24
gene_3851480,24
gene_3340959,24
gene_3342270,24
gene_3017876,24
gene_4527917,24
gene_4063114,24
gene_4288577,24
gene_3442602,24
gene_3420392,24
gene_3661365,24
gene_2073551,24
gene_3952118,24
2-7_GL0013832,24
gene_3772264,23
NZ_QWMU01000177.1_cds_448,23
S-Fe10_GL0133069,23
gene_4115873,23
gene_3422684,23
gene_4103276,23
gene_3098774,23
gene_3342675,23
gene_3504372,23
gene_2244609,23
24_GL0150533,23
gene_3483964,23
gene_2688259,23
gene_4203262,23
gene_2021856,23
gene_2684157,23
HF-F_1_GL0045292,23
gene_2598443,23
gene_3410007,23
gene_2512028,23
gene_3788353,23
gene_4101748,23
gene_4239737,23
gene_4452507,23
gene_2698357,23
gene_2548133,23
gene_3148548,23
gene_3752113,23
gene_3939997,23
gene_3162651,23
gene_3224342,23
gene_3525804,23
gene_2839180,23
gene_4503527,23
gene_4483122,23
S-Fe3_GL0067867,23
gene_3769682,23
gene_4210246,23
gene_2021737,23
gene_1599591,23
gene_4382972,23
gene_2525169,23
DSM22607_10_GL0166271,23
gene_4258739,23
gene_3839417,23
gene_3930782,23
gene_3125400,22
gene_694460,22
gene_2360609,22
gene_3970211,22
gene_3209100,22
gene_3031888,22
gene_4248567,22
gene_3706445,22
gene_3619597,22
gene_4631316,22
gene_3008563,22
gene_3840599,22
gene_3356152,22
gene_3441169,22
gene_4022371,22
gene_3324682,22
gene_4629999,22
gene_3840600,22
gene_3701217,22
11_GL0156550,22
gene_2155406,22
gene_3020902,22
gene_3371393,22
gene_2640898,22
S-Fe4_GL0012736,22
gene_3166850,22
gene_4549415,22
gene_2985365,22
gene_4544603,22
2_GL0110515,22
gene_2950539,22
gene_4192376,22
gene_3577630,22
gene_3501642,22
gene_4446473,22
gene_3896186,22
gene_4324715,22
S-Fe16_GL0036741,22
gene_3708805,22
gene_3694244,22
NZ_QZFR01000006.1_cds_WP_129303176.1_1921,22
gene_4253786,21
gene_4227884,21
gene_4290563,21
Group2-5A_GL0042141,21
gene_4434871,21
gene_3963550,21
gene_4414549,21
NZ_KB822413.1_cds_153,21
gene_2451765,21
gene_3754200,21
S-Fe11_GL0081091,21
gene_3224473,21
gene_3622006,21
MC-6-4_GL0021703,21
gene_4602026,21
11_GL0132891,21
gene_3573195,21
gene_4638289,21
gene_3819729,21
gene_4430789,21
50_GL0051014,21
gene_3815982,21
gene_2226190,21
gene_4140213,21
gene_4506981,21
gene_4020372,21
gene_4491746,21
gene_3892505,21
gene_3360103,21
gene_4108746,21
gene_2207959,21
gene_4246894,21
gene_3319054,21
gene_4095889,21
gene_2531463,21
gene_3385050,21
gene_4637268,21
S-Fe9_GL0001618,20
gene_4253613,20
gene_4475386,20
gene_2242713,20
gene_2738378,20
gene_2671553,20
NZ_KB822413.1_cds_WP_004040253.1_417,20
gene_3968138,20
Food_13_GL0102910,20
gene_3503605,20
Group2-3A_GL0001433,20
gene_3896976,20
gene_3778329,20
gene_4293903,20
1A-dyr4-07_GL0063325,20
gene_4348082,20
gene_4467507,20
gene_4346855,20
gene_3470506,20
gene_4207445,20
gene_3916811,20
gene_4214931,20
14_GL0031206,20
gene_4099942,20
gene_3122280,20
HF-F_5_GL0006598,20
gene_3163159,20
gene_3477439,20
gene_2403163,20
gene_4437088,20
gene_3739292,20
gene_4034762,20
7-7_GL0082780,20
gene_4259576,20
gene_4460953,20
gene_3975977,20
gene_3912717,20
gene_3688249,20
gene_3489285,20
gene_3530376,20
gene_2564296,20
gene_4559732,20
gene_3839567,19
gene_3256987,19
gene_2113055,19
gene_4475245,19
NZ_QWMU01000056.1_cds_WP_119448400.1_1565,19
gene_3369022,19
gene_4412666,19
2_GL0119721,19
gene_3169699,19
gene_3507312,19
gene_3120991,19
gene_4497927,19
gene_2345741,19
gene_4580879,19
NZ_NHMT01000001.1_cds_WP_084405222.1_944,19
gene_3573009,19
gene_4021342,19
gene_4147670,19
gene_3549334,19
gene_4544227,19
gene_3948070,19
gene_3946214,19
gene_3986268,19
1_GL0092338,19
gene_3697920,19
gene_3251442,19
gene_4172387,19
S-Fe10_GL0033711,19
gene_4443822,19
gene_4492869,19
gene_4633114,19
gene_3951783,19
DSM22607_4_GL0243623,19
OB-1_1_GL0282886,19
S-Fe5_GL0143019,19
gene_4339927,19
gene_4519327,19
gene_3195928,18
gene_4318733,18
gene_4304471,18
gene_4058580,18
gene_4367958,18
gene_3791024,18
gene_4131555,18
gene_4007592,18
gene_3394078,18
gene_3987263,18
30_GL0005900,18
gene_4265316,18
HF-F_2_GL0008562,18
gene_4015697,18
NZ_QWMU01000014.1_cds_342,18
S-Fe17_GL0103132,18
gene_4384710,18
gene_634665,18
gene_3561552,18
gene_4224908,18
gene_3026649,18
gene_4042304,18
gene_4306017,18
gene_3768162,18
gene_4145712,18
4-4_GL0090783,18
gene_4449542,18
gene_4566738,18
gene_2945924,18
gene_3874223,18
OB-1_5_GL0144712,18
gene_4277213,18
gene_4124058,18
gene_4039330,18
gene_4527576,18
gene_4624815,18
gene_4084415,18
gene_3859151,18
gene_4258089,18
14_GL0096833,18
S-Fe10_GL0029345,18
gene_3680054,18
S-Fe8_GL0185115,18
gene_3606768,18
gene_4405089,18
gene_4612385,18
gene_4389605,18
DSM22607_5_GL0025847,18
NZ_KB822405.1_cds_757,18
gene_4000393,18
gene_3570114,18
gene_4238847,18
gene_4198066,18
gene_4021955,18
gene_4561712,18
gene_3794844,18
gene_3603345,18
gene_4471424,18
1A-dyr1-07_GL0028706,18
gene_3295179,18
gene_3965834,18
gene_3203713,18
gene_4252705,18
gene_3296140,17
gene_3491307,17
gene_4498628,17
gene_4228672,17
gene_3553954,17
gene_4317729,17
gene_4442343,17
gene_3860130,17
6-4_GL0059988,17
NZ_NHMT01000001.1_cds_WP_003664118.1_72,17
gene_4022999,17
gene_4064682,17
gene_3823424,17
40_GL0051993,17
gene_4442367,17
OB-1_5_GL0151682,17
gene_3284991,17
gene_4158662,17
gene_2870586,17
gene_3904656,17
gene_3873644,17
gene_4635507,17
gene_3319848,17
gene_2624757,17
5-3_GL0099001,17
gene_3371392,17
gene_4595285,17
gene_4353436,17
gene_2615331,17
4-4_GL0042098,17
NZ_KB822413.1_cds_484,17
DSM22607_4_GL0121750,17
gene_3283102,17
gene_2726972,17
gene_3738273,17
gene_4545706,17
gene_3147418,17
gene_3397605,17
gene_3784734,17
gene_3757682,17
gene_3985144,17
gene_2947299,17
11_GL0038490,17
gene_4471155,17
gene_4431481,17
NZ_KB822413.1_cds_1,17
gene_3943020,16
gene_4405189,16
gene_4607190,16
gene_4363402,16
gene_4292228,16
gene_2655864,16
gene_3460949,16
gene_269668,16
gene_3826634,16
gene_4091043,16
gene_4280422,16
gene_3840202,16
gene_3061667,16
gene_4540846,16
gene_2579591,16
gene_4613965,16
gene_2779193,16
gene_3359107,16
gene_4358011,16
gene_3910851,16
G1-7A_GL0108677,16
gene_3158796,16
gene_2997011,16
gene_3487896,16
gene_4512224,16
gene_4263489,16
G1-1A_GL0031595,16
gene_4438048,16
gene_1812202,16
gene_4104294,16
gene_2396716,16
gene_4405191,16
MC-0-3_GL0010403,16
gene_2204013,16
gene_3568137,16
gene_3979508,16
gene_4498685,15
S-Fe14_GL0001373,15
gene_4556772,15
NZ_KB822436.1_cds_WP_004046293.1_1789,15
gene_4089109,15
gene_4174056,15
gene_4114702,15
gene_3020242,15
gene_3952487,15
gene_4615558,15
gene_3357055,15
gene_4466074,15
gene_4085199,15
gene_4251654,15
gene_4258903,15
gene_3160558,15
gene_2611139,15
gene_4438084,15
gene_3737321,15
DSM22607_5_GL0177364,15
gene_3966376,15
gene_4059760,15
gene_3889288,15
gene_4582928,15
gene_3764832,15
MH-0-3_GL0088573,15
NZ_KB822436.1_cds_1779,15
gene_4198064,15
gene_4631408,15
45_GL0167089,15
gene_3703611,15
HF-F_6_GL0257204,15
gene_2542392,15
NZ_QWMU01000044.1_cds_WP_004049741.1_1293,15
gene_4274460,15
gene_4138552,15
gene_2348583,15
gene_3070690,15
3-8_GL0015141,15
gene_4082320,15
gene_3559517,15
gene_2684484,15
gene_3794014,15
gene_3919807,15
Group2-8A_GL0229637,15
gene_4267891,15
2-6_GL0063978,15
gene_3030514,15
gene_4375749,15
Food_13_GL0145971,15
gene_3681740,14
HF-S_6_GL0208038,14
gene_4088309,14
gene_3645977,14
HF-S_7_GL0167266,14
gene_4245387,14
S-Fe10_GL0105244,14
gene_4247181,14
gene_2731442,14
gene_3203079,14
gene_2187964,14
1_GL0098831,14
HF-F_2_GL0051905,14
Food_13_GL0046951,14
45_GL0031733,14
gene_3465852,14
gene_2788830,14
gene_3236789,14
gene_4050349,14
S-Fe5_GL0005007,14
gene_4110617,14
gene_3171902,14
gene_4228096,14
Chow_8_GL0014966,14
gene_4606035,14
gene_3701052,14
gene_3169507,14
gene_2891628,14
11_GL0160989,14
gene_3735792,14
gene_4290748,14
gene_3750879,14
gene_3920705,14
gene_3399418,14
AF73-05_6_GL0232100,14
gene_3160105,14
gene_2738377,14
gene_4343626,14
gene_4582228,14
S-Fe17_GL0112806,14
NZ_KB822407.1_cds_WP_004050253.1_1370,14
gene_2936220,14
gene_3814702,13
gene_2920034,13
gene_4356249,13
gene_4257004,13
3_GL0007566,13
gene_2801116,13
gene_3407587,13
NZ_QWMU01000021.1_cds_WP_119448235.1_678,13
S-Fe17_GL0107260,13
gene_3422685,13
gene_4562113,13
gene_4622983,13
gene_3930693,13
gene_4129389,13
5-1_GL0019758,13
2-6_GL0064127,13
gene_4411896,13
gene_4502920,13
gene_2839877,13
gene_4390929,13
gene_3809061,13
gene_3729402,13
gene_3985927,13
gene_3924558,13
gene_4551145,13
gene_486753,13
DSM22607_10_GL0150389,13
gene_4452368,13
gene_4573737,13
gene_4273003,13
Food_11_GL0357206,13
gene_4370760,13
gene_2815513,13
Food_9_GL0029956,13
28_GL0014851,13
39_GL0156897,13
NZ_KB822412.1_cds_2035,13
gene_4515030,13
G1-3A_GL0047976,13
gene_4512223,13
HF-F_14_GL0128983,13
gene_3605075,13
gene_2974748,13
gene_3087064,13
gene_1502962,13
gene_2589919,13
gene_4437344,13
NZ_NHMT01000001.1_cds_WP_065533287.1_1404,13
4-3_GL0054475,13
gene_3188393,13
gene_2868380,13
8-3_GL0107706,13
S-Fe16_GL0061914,13
S-Fe10_GL0108300,13
S-Fe11_GL0089589,13
NZ_QWMU01000060.1_cds_WP_119448416.1_1610,13
gene_3950111,13
gene_3222669,13
gene_4138698,13
gene_3308717,13
gene_4325564,13
gene_4110883,13
gene_4030026,13
gene_3616119,13
gene_2656692,13
7-5_GL0130021,13
8-7_GL0023734,13
gene_3325611,13
gene_4379000,12
gene_2847665,12
gene_4103030,12
Food_13_GL0116337,12
gene_4311401,12
gene_4347975,12
MH-6-2_GL0010210,12
gene_4446864,12
NZ_QWMU01000077.1_cds_WP_004050406.1_1889,12
Chow_3_GL0198226,12
gene_4056695,12
HF-F_5_GL0272204,12
gene_3062715,12
gene_3576320,12
NZ_QWMU01000021.1_cds_WP_119448233.1_663,12
NZ_QWMU01000007.1_cds_WP_119448149.1_1947,12
gene_3496347,12
gene_4212152,12
11_GL0154363,12
gene_4162304,12
gene_4574498,12
HF-S_3_GL0228680,12
NZ_KB822438.1_cds_1824,12
MH-6-1_GL0157593,12
gene_3916226,12
Group2-8A_GL0042657,12
gene_4441422,12
NZ_QWMU01000039.1_cds_WP_004050738.1_1136,12
gene_3609578,12
gene_2240180,12
gene_2976926,12
11_GL0052769,12
gene_2505865,12
gene_4632766,12
gene_4183607,12
gene_4316716,12
gene_2267147,12
gene_1165785,12
gene_3416091,12
gene_4542451,12
gene_3636022,12
gene_4465094,12
MC-0-3_GL0039111,12
gene_2958888,12
1-2_GL0096124,12
OB-1_5_GL0093106,12
gene_3659142,12
2-1_GL0088484,12
NZ_NHMT01000001.1_cds_WP_065532995.1_53,12
gene_4264963,12
gene_3788614,12
S-Fe10_GL0054634,12
gene_4188448,12
DSM22607_12_GL0093831,12
gene_3703836,12
S-Fe10_GL0049562,12
gene_3979571,12
gene_2444978,12
gene_3771904,12
3_GL0130490,12
gene_4354034,12
2-1_GL0028567,12
gene_2821593,12
Food_12_GL0229769,12
gene_4213637,12
Food_13_GL0169335,12
gene_4375326,12
gene_4134797,12
11_GL0062553,11
NZ_KB822436.1_cds_WP_004046267.1_1777,11
NZ_QWMU01000011.1_cds_WP_004049565.1_152,11
NZ_QWMU01000082.1_cds_WP_119448489.1_1982,11
gene_4290312,11
NZ_QWMU01000011.1_cds_WP_119448166.1_159,11
gene_4151988,11
gene_3308769,11
gene_4169248,11
gene_1566520,11
S-Fe3_GL0140298,11
gene_4287701,11
HF-F_13_GL0309824,11
gene_4017616,11
gene_3591813,11
gene_4620662,11
gene_3761008,11
gene_3994719,11
gene_3331960,11
gene_3835984,11
NZ_QWMU01000030.1_cds_WP_089135286.1_952,11
gene_3298039,11
DSM22607_5_GL0069180,11
gene_3722866,11
gene_3773662,11
gene_4539591,11
gene_4076446,11
gene_3582062,11
S-Fe13_GL0061024,11
gene_4021956,11
gene_4141481,11
NZ_NHMT01000001.1_cds_WP_065533603.1_848,11
gene_3843954,11
gene_4365283,11
gene_4438031,11
1-7_GL0012071,11
gene_1812201,11
15_GL0173999,11
3-1_GL0027537,11
gene_4203266,11
NZ_QWMU01000091.1_cds_WP_004051768.1_2053,11
4-1_GL0056187,11
gene_3916745,11
S-Fe11_GL0060805,11
S-Fe4_GL0052916,11
gene_3081265,11
gene_4536111,11
gene_4237820,11
NZ_QWMU01000075.1_cds_WP_119448463.1_1867,11
gene_4611582,11
NZ_NHMT01000001.1_cds_WP_065533066.1_1830,11
gene_4442443,11
gene_2660287,11
AF73-05_3_GL0219195,11
gene_4593553,11
gene_4351361,11
gene_4548444,11
gene_4461645,11
gene_2862978,11
gene_4517788,11
NZ_QWMU01000068.1_cds_1754,11
NZ_QWMU01000021.1_cds_WP_004050062.1_669,11
gene_3696814,11
gene_3474815,11
35_GL0138874,11
gene_3015454,11
S-Fe9_GL0219054,11
29_GL0024319,11
NZ_QWMU01000114.1_cds_WP_089135309.1_100,11
MH-0-4_GL0038935,11
1A-dyr2-07_GL0029088,11
DSM22607_11_GL0271177,11
NZ_QWMU01000007.1_cds_WP_004049837.1_1946,11
gene_2975699,11
gene_4522995,11
NZ_NHMT01000001.1_cds_WP_003672258.1_1512,11
11_GL0137318,11
gene_4373423,11
gene_4394111,11
gene_3182843,11
NZ_QWMU01000010.1_cds_WP_004050837.1_80,11
HF-F_13_GL0229876,11
S-Fe10_GL0148840,11
Chow_5_GL0035095,11
gene_3957926,11
gene_4153794,11
50_GL0024855,11
NZ_QWMU01000106.1_cds_WP_089135307.1_13,11
3-2_GL0062853,11
gene_4510842,11
gene_3365449,11
gene_3972840,11
OB-1_12_GL0153804,11
NZ_QWMU01000012.1_cds_WP_004048243.1_245,11
MC-0-3_GL0037889,10
5-3_GL0025624,10
gene_2669432,10
gene_4598258,10
S-Fe9_GL0254052,10
NZ_NHMT01000001.1_cds_WP_065533284.1_1406,10
NZ_QWMU01000055.1_cds_WP_089135829.1_1562,10
NZ_QZFR01000008.1_cds_WP_129303210.1_2216,10
gene_4333933,10
gene_4604793,10
gene_4364997,10
gene_1941510,10
gene_4560520,10
gene_4561988,10
gene_3537486,10
gene_4535067,10
11_GL0110814,10
gene_3584310,10
NZ_QWMU01000055.1_cds_WP_004051134.1_1555,10
11_GL0129156,10
30_GL0112125,10
gene_4185014,10
gene_4559733,10
NZ_QWMU01000075.1_cds_WP_004049959.1_1870,10
2A-dyr13-07_GL0003863,10
gene_4383205,10
Group2-2A_GL0154586,10
gene_3554812,10
G1-1A_GL0082849,10
32_GL0117375,10
NZ_QWMU01000018.1_cds_WP_004048246.1_499,10
S-Fe20_GL0138075,10
gene_4477933,10
S-Fe12_GL0172997,10
gene_3967584,10
gene_3099512,10
gene_4563706,10
11_GL0061952,10
NZ_QWMU01000034.1_cds_WP_004048391.1_1038,10
S-Fe2_GL0086009,10
2-1_GL0007208,10
gene_4468469,10
gene_2639082,10
gene_2864658,10
19_GL0031359,10
ERR1211992_Scaf47_2233,10
gene_2907201,10
11_GL0017668,10
NZ_KB822409.1_cds_WP_004051230.1_1865,10
NZ_QWMU01000022.1_cds_WP_119448247.1_701,10
35_GL0091953,10
gene_3966129,10
10_GL0076159,10
gene_3944439,10
38_GL0023028,10
gene_4589746,10
HF-F_14_GL0306511,10
gene_3675170,10
NZ_QZFR01000060.1_cds_WP_129303309.1_1693,10
MC-6-3_GL0060671,10
23_GL0021175,10
S-Fe9_GL0101847,10
gene_3219872,10
NZ_KB822413.1_cds_WP_004039947.1_277,10
gene_3024445,10
gene_4158231,10
NZ_QWMU01000001.1_cds_WP_119448087.1_564,10
gene_2759629,10
gene_2554635,10
gene_2598436,10
2A-dyr14-07_GL0025380,10
2-7_GL0042232,10
gene_2294680,10
gene_4117233,10
G1-1A_GL0053102,10
gene_4570571,10
NZ_QWMU01000020.1_cds_WP_004050009.1_649,10
S-Fe1_GL0098621,10
2-7_GL0001545,10
NZ_QWMU01000164.1_cds_400,10
gene_4186093,10
DSM22607_10_GL0398321,9
NZ_QWMU01000060.1_cds_WP_004049633.1_1615,9
Food_13_GL0045826,9
3-4_GL0018617,9
Food_13_GL0067656,9
NZ_QWMU01000044.1_cds_WP_004049737.1_1291,9
gene_4181212,9
NZ_KB822413.1_cds_WP_004040045.1_323,9
10_GL0012831,9
NZ_QWMU01000054.1_cds_WP_004050568.1_1549,9
NZ_QWMU01000005.1_cds_WP_004048405.1_1621,9
HF-F_13_GL0202997,9
NZ_QWMU01000002.1_cds_WP_004050588.1_899,9
11_GL0138027,9
AF73-05_11_GL0143954,9
gene_4555675,9
gene_3627536,9
gene_4064017,9
23_GL0070200,9
gene_3399198,9
NZ_QWMU01000014.1_cds_WP_004048007.1_324,9
gene_4216501,9
gene_3253502,9
gene_4328904,9
gene_3836223,9
NZ_QWMU01000036.1_cds_WP_004051407.1_1092,9
gene_1842198,9
gene_3840831,9
gene_4600913,9
gene_3688763,9
gene_3842975,9
gene_3838998,9
11_GL0132526,9
12_GL0101989,9
gene_3605400,9
S-Fe6_GL0038197,9
gene_3080780,9
gene_4391556,9
gene_3630332,9
gene_3420703,9
HF-S_9_GL0284301,9
gene_3874153,9
9_GL0062003,9
gene_4328530,9
NZ_NHMT01000001.1_cds_WP_042746017.1_915,9
NZ_QWMU01000080.1_cds_WP_119448487.1_1924,9
8-3_GL0049745,9
11_GL0123175,9
gene_2497113,9
gene_4243841,9
HF-F_5_GL0161125,9
NZ_QWMU01000064.1_cds_WP_119448430.1_1700,9
8-7_GL0061235,9
gene_3223108,9
gene_1801273,9
Group2-6A_GL0021029,9
gene_2300063,9
gene_4631309,9
gene_4296261,9
gene_2657736,9
gene_3940464,9
11_GL0037826,9
gene_4163167,9
NZ_QWMU01000101.1_cds_WP_004048130.1_2174,9
NZ_QWMU01000002.1_cds_WP_004050651.1_930,9
gene_3759426,9
gene_4023574,9
13_GL0056685,9
NZ_RAZG01000196.1_cds_WP_120410174.1_1302,9
gene_4202278,9
gene_3993766,9
S-Fe12_GL0069395,9
gene_4619635,9
S-Fe13_GL0081861,9
gene_3346227,9
4-3_GL0011959,9
gene_4006380,9
gene_3923781,9
gene_4515345,9
AF73-05_6_GL0166018,9
NZ_QWMU01000041.1_cds_WP_004049399.1_1231,9
gene_4623413,9
NZ_QWMU01000011.1_cds_WP_004049603.1_171,9
HF-S_8_GL0355802,9
gene_3178518,9
gene_3614375,9
NZ_QWMU01000010.1_cds_WP_004050832.1_84,9
S-Fe1_GL0067683,9
S-Fe10_GL0119627,9
gene_4244735,9
Food_2_GL0123739,9
S-Fe4_GL0014897,9
gene_3154440,9
gene_4639497,9
Food_11_GL0016298,9
gene_3987264,9
gene_3978891,9
32_GL0081784,9
gene_2807698,9
35_GL0150492,9
NZ_NHMT01000001.1_cds_WP_065533470.1_1060,9
gene_3213514,9
1-6_GL0106999,9
NZ_QWMU01000112.1_cds_WP_004050368.1_60,9
gene_4437326,9
NZ_QWMU01000043.1_cds_WP_004049792.1_1285,9
gene_3817704,9
Group2-3A_GL0000285,9
gene_3616404,9
S-Fe1_GL0046226,9
gene_4092853,9
gene_4342427,9
gene_4341592,9
33_GL0117965,9
NZ_RAYX01000005.1_cds_WP_120376413.1_1451,9
NZ_QWMU01000050.1_cds_WP_004049707.1_1473,9
gene_2414908,9
HF-F_6_GL0270874,9
38_GL0093324,9
gene_4330099,9
gene_4362721,9
NZ_QWMU01000028.1_cds_WP_119448282.1_856,8
gene_4021872,8
NZ_RAYE01000039.1_cds_WP_120445608.1_2893,8
gene_4061037,8
gene_3449131,8
HF-F_14_GL0057810,8
gene_3627046,8
S-Fe10_GL0105293,8
10_GL0058264,8
gene_4468583,8
gene_3877033,8
NZ_QWMU01000077.1_cds_WP_004050412.1_1892,8
45_GL0033742,8
5-6_GL0109137,8
NZ_QWMU01000011.1_cds_WP_004049597.1_168,8
gene_3894131,8
gene_4497718,8
25_GL0045952,8
gene_4472124,8
10_GL0094687,8
NZ_KB822434.1_cds_WP_004045070.1_1214,8
gene_1603688,8
gene_4244737,8
gene_343726,8
gene_2742702,8
HF-F_2_GL0141615,8
11_GL0099566,8
gene_4573592,8
gene_2924220,8
NZ_QWMU01000047.1_cds_1345,8
NZ_QWMU01000010.1_cds_WP_039936402.1_73,8
MH-0-5_GL0141287,8
2-1_GL0048096,8
gene_1401687,8
NZ_NHMT01000001.1_cds_WP_065533518.1_983,8
gene_2672286,8
NZ_QWMU01000010.1_cds_WP_004050822.1_89,8
NZ_QWMU01000068.1_cds_WP_119448441.1_1755,8
gene_3745320,8
Food_4_GL0105309,8
gene_4605952,8
gene_3770444,8
gene_4059908,8
NZ_QWMU01000144.1_cds_WP_004051823.1_304,8
25_GL0046654,8
gene_3990386,8
S-Fe1_GL0078511,8
gene_4529898,8
G1-4A_GL0002068,8
4-8_GL0086776,8
gene_2617804,8
53_GL0022143,8
NZ_KB822436.1_cds_1774,8
DSM22607_13_GL0194895,8
gene_3721413,8
gene_3909470,8
NZ_NHMT01000001.1_cds_WP_065532781.1_411,8
gene_3823489,8
10_GL0053197,8
S-Fe9_GL0185980,8
gene_4536800,8
gene_3641927,8
NZ_NHMT01000001.1_cds_WP_065533559.1_902,8
gene_4445555,8
NZ_QWMU01000074.1_cds_WP_004050083.1_1852,8
11_GL0095426,8
gene_3773062,8
gene_3360102,8
AF73-05_14_GL0341871,8
gene_3753724,8
gene_3611061,8
gene_3928063,8
gene_4548235,8
NZ_QWMU01000086.1_cds_WP_004047543.1_2014,8
gene_1901373,8
gene_250801,8
35_GL0127021,8
gene_3742308,8
gene_1086319,8
NZ_QWMU01000002.1_cds_WP_004050658.1_933,8
gene_3755691,8
2-2_GL0044886,8
45_GL0028515,8
11_GL0124530,8
gene_2751765,8
NZ_KB822436.1_cds_WP_004046255.1_1771,8
NZ_QWMU01000044.1_cds_WP_004049749.1_1296,8
NZ_KB822436.1_cds_1773,8
NZ_QWMU01000019.1_cds_WP_119448225.1_532,8
25_GL0007292,8
gene_4401875,8
24_GL0020097,8
gene_3574736,8
NZ_QWMU01000033.1_cds_WP_004047818.1_1030,8
gene_3595151,8
11_GL0109257,8
gene_4186822,8
NZ_QWMU01000047.1_cds_WP_004051252.1_1347,8
NZ_QWMU01000077.1_cds_WP_119448478.1_1893,8
gene_1390973,8
gene_4626145,8
gene_4474332,8
NZ_KB822413.1_cds_WP_004040074.1_336,8
gene_3980150,8
NZ_QWMU01000062.1_cds_WP_004051770.1_1661,8
gene_4015698,8
gene_2153524,8
HF-S_6_GL0175177,8
S-Fe4_GL0109190,8
DSM22607_8_GL0015306,8
8-1_GL0085360,8
gene_4008014,8
gene_4203001,8
gene_4369583,8
2B-dyr23-07_GL0029495,8
gene_3156566,8
Food_14_GL0278510,8
gene_3798663,8
gene_1801811,8
gene_4156632,8
NZ_QWMU01000057.1_cds_WP_119448407.1_1590,8
14_GL0086118,8
NZ_QWMU01000073.1_cds_WP_004047348.1_1851,8
gene_1743318,8
NZ_QWMU01000007.1_cds_WP_004049823.1_1953,8
NZ_QWMU01000078.1_cds_WP_119448482.1_1907,8
gene_3924852,8
1A-dyr2-07_GL0073568,8
S-Fe6_GL0230703,8
gene_3853012,8
2A-dyr13-07_GL0016783,8
NZ_KB822407.1_cds_WP_081610269.1_1493,7
gene_1922341,7
NZ_QWMU01000059.1_cds_1604,7
4-8_GL0013479,7
gene_3583869,7
HF-F_13_GL0290532,7
NZ_QWMU01000086.1_cds_WP_004047546.1_2011,7
NZ_QWMU01000006.1_cds_WP_004051643.1_1790,7
gene_3620224,7
HF-F_14_GL0367023,7
S-Fe8_GL0193058,7
gene_4101749,7
NZ_KB822405.1_cds_871,7
gene_4130075,7
gene_4628721,7
NZ_QWMU01000055.1_cds_WP_004051133.1_1554,7
gene_4509480,7
NZ_QWMU01000040.1_cds_WP_004049162.1_1209,7
gene_2135555,7
NZ_NHMT01000001.1_cds_WP_035157751.1_288,7
gene_4188445,7
gene_4058078,7
NZ_NHMT01000001.1_cds_WP_065533106.1_1766,7
S-Fe4_GL0021588,7
gene_4370459,7
gene_1096261,7
gene_4295313,7
10_GL0034464,7
1_GL0015416,7
gene_3591157,7
S-Fe1_GL0097530,7
gene_3249174,7
30_GL0088363,7
NZ_QWMU01000013.1_cds_WP_004051121.1_284,7
gene_4541878,7
DSM22607_9_GL0195825,7
MC-6-2_GL0185644,7
NZ_QWMU01000044.1_cds_WP_004049735.1_1290,7
NZ_QWMU01000001.1_cds_WP_004048903.1_552,7
25_GL0021424,7
gene_3813131,7
NZ_NHMT01000001.1_cds_WP_065533227.1_1557,7
G1-1A_GL0053100,7
NZ_NHMT01000001.1_cds_WP_065533582.1_873,7
gene_146860,7
2-1_GL0111741,7
gene_2050591,7
gene_82663,7
11_GL0027458,7
7-7_GL0090743,7
gene_1564960,7
gene_779083,7
NZ_QWMU01000054.1_cds_WP_119448393.1_1551,7
NZ_QWMU01000064.1_cds_WP_089135697.1_1698,7
gene_3766831,7
gene_3783768,7
11_GL0091276,7
G1-4A_GL0081986,7
NZ_QWMU01000063.1_cds_WP_119448429.1_1684,7
gene_3197931,7
2-1_GL0077146,7
gene_4194280,7
gene_4216454,7
11_GL0051798,7
gene_4060894,7
gene_2678024,7
NZ_KB822413.1_cds_WP_004040044.1_322,7
gene_4420865,7
NZ_QWMU01000080.1_cds_WP_089135768.1_1925,7
S-Fe10_GL0156622,7
gene_4314512,7
NZ_QWMU01000011.1_cds_WP_004049590.1_164,7
NZ_QWMU01000007.1_cds_WP_004049851.1_1939,7
gene_3335160,7
gene_4084315,7
5-8_GL0025477,7
gene_3990632,7
11_GL0133481,7
gene_4393318,7
