gene,noFMT_1_duodenum
gene_4207445,393
gene_3611061,392
gene_4306017,392
gene_3397605,390
gene_4631408,390
gene_3491307,389
gene_3877033,389
gene_3024445,388
gene_3507903,387
gene_3284991,386
gene_3735792,385
gene_2985365,384
gene_3160558,383
gene_4365283,383
gene_4437088,383
gene_4629999,382
G1-1A_GL0093296,381
gene_3783768,381
gene_3757682,381
gene_3222669,380
gene_4076446,380
gene_4129389,380
gene_4498628,380
gene_4562113,380
gene_2187964,380
gene_4437326,379
gene_4510842,378
gene_4551145,378
gene_3422685,378
gene_3952487,377
gene_3575376,377
gene_4034762,376
gene_3487896,374
gene_2738378,374
gene_4593768,374
gene_3952481,373
gene_4354034,372
gene_3283102,372
gene_4375749,371
gene_3251442,371
gene_4198066,370
gene_4188448,370
gene_4580879,369
gene_4158662,369
gene_2579591,369
gene_4374499,369
gene_2505865,368
gene_4134797,368
gene_2554635,368
gene_4517788,367
gene_3788614,367
gene_2444978,366
gene_4022999,366
gene_3916745,365
gene_4506981,364
gene_3171902,364
gene_3441169,363
gene_2684484,362
gene_4292228,362
gene_2751765,361
gene_4370760,360
gene_4477933,356
gene_3839417,356
gene_3609578,356
gene_2864658,356
gene_4194280,355
gene_3295179,354
gene_4023574,354
gene_4050349,353
gene_3559517,353
gene_2396716,353
gene_3910851,353
gene_3407587,352
HF-F_2_GL0008562,350
gene_4110883,350
gene_4401875,349
gene_2564296,349
gene_4000393,348
gene_3703836,348
gene_4084415,348
gene_3916811,346
gene_3357055,345
gene_3761008,345
gene_2598436,344
gene_4632766,344
gene_2801242,343
gene_3360102,343
gene_3814702,342
gene_3573195,342
gene_4474332,341
gene_3630332,340
gene_4059760,339
gene_4480472,339
gene_3573009,338
gene_2801116,338
gene_3919807,338
gene_2624757,337
gene_3729402,337
gene_3070690,336
gene_4512223,336
gene_4471424,335
gene_4499199,335
gene_3195928,333
gene_3860130,332
gene_3507312,331
gene_3963550,327
gene_3754200,327
gene_3154440,327
gene_4183607,326
2-2_GL0151369,326
gene_3835984,326
gene_3771904,326
gene_3840202,325
gene_4084315,325
gene_4367958,325
gene_4043107,325
gene_4214931,324
gene_2589919,324
gene_4602026,323
gene_3342270,322
gene_4257004,322
gene_4589746,321
gene_3889287,320
gene_3197931,320
gene_4468469,319
gene_3614375,318
gene_3764832,317
gene_4325564,316
MH-0-5_GL0000330,316
gene_3739292,315
gene_3957926,313
gene_3794844,311
gene_3778329,311
gene_4561988,311
gene_3909592,309
gene_4536111,309
gene_4280422,309
gene_3061667,307
gene_3924558,307
gene_4397118,306
gene_4515345,306
gene_2204013,305
gene_4216501,305
gene_3688763,305
gene_3449131,304
gene_4314512,304
gene_4216454,303
gene_2655864,302
gene_4228096,302
gene_4181212,302
gene_2884174,302
gene_4342427,302
gene_4061037,299
gene_3219872,298
gene_3759426,298
gene_4498685,297
gene_2877394,293
gene_3584310,293
gene_3840831,293
gene_3770444,292
gene_3203716,292
gene_2267147,292
gene_4544603,291
gene_3768436,289
gene_3951783,289
gene_4089213,288
gene_4015660,287
gene_4333933,286
gene_3365449,286
gene_4375748,285
gene_3331960,285
gene_4428354,285
gene_4130075,284
gene_2611139,283
gene_4169248,283
gene_4593553,282
gene_2073551,282
gene_4162304,282
gene_4030026,281
gene_3745320,281
gene_3020242,280
gene_4242330,279
gene_3823424,279
gene_3990632,278
S-Fe12_GL0057299,278
gene_4623413,277
gene_3967584,276
gene_3616404,274
gene_4384710,273
gene_3940464,273
gene_4390929,273
gene_2788208,273
gene_2476692,272
gene_3823489,271
gene_2709517,271
gene_3924852,270
gene_4058580,270
gene_4273003,270
gene_3188393,270
gene_4362721,269
gene_4540846,269
gene_4172387,269
gene_3990386,269
gene_4611582,268
gene_3788687,268
HF-F_4_GL0315444,268
gene_3994719,268
gene_2584443,266
gene_3576320,266
gene_4420865,265
gene_4258903,265
gene_4092115,262
gene_3721413,260
gene_3972840,260
gene_2920034,259
gene_4059908,259
gene_3989276,258
gene_4060894,258
gene_4393318,258
gene_4517544,257
gene_4502920,257
gene_4600913,256
gene_4411896,256
gene_2524915,256
gene_4185014,255
gene_4296261,255
gene_1165785,254
gene_3298039,254
gene_3489285,253
gene_3364519,253
gene_3986268,252
gene_4264963,252
gene_4541878,251
gene_3847449,251
gene_4064017,251
gene_3399198,251
gene_4330099,250
gene_3696814,250
gene_4373423,250
gene_3750879,248
gene_3811695,248
gene_4290748,248
gene_4341527,247
gene_3249174,245
gene_4364997,244
gene_4574498,243
gene_4035484,242
gene_1941510,242
gene_4279980,242
gene_2021737,241
gene_4375326,241
gene_4101749,239
gene_4358785,238
gene_3325611,237
gene_2427730,237
gene_4445555,236
gene_3858975,236
gene_2967397,236
gene_1502962,235
gene_4287701,234
gene_4369583,233
gene_3943715,233
gene_4535067,233
Chow_4_GL0320013,232
gene_2698357,231
gene_4000699,230
gene_2135555,229
gene_3616119,229
gene_4328530,227
gene_4615558,226
gene_4560857,225
gene_3873644,224
gene_4259576,223
gene_2807698,223
gene_4351018,223
gene_3487488,222
gene_4203001,222
Group2-8A_GL0229637,221
gene_4461645,221
gene_4174056,221
gene_4151988,220
gene_2660287,219
gene_3869922,218
gene_3537486,218
gene_3855165,218
gene_4203266,217
gene_2773699,217
gene_4158073,215
gene_3641927,215
gene_3595036,214
gene_2788830,214
gene_3654226,213
gene_4370459,213
gene_4213637,213
gene_3766831,212
gene_3062715,211
gene_3314060,210
gene_4212152,209
gene_4522995,208
gene_2997011,208
HF-F_1_GL0172422,207
gene_3506278,206
gene_4415572,206
gene_4497718,206
gene_4256810,206
gene_4092677,206
gene_3032579,206
gene_4446143,206
gene_4015698,205
gene_4373426,205
gene_2678024,204
gene_3334043,203
gene_4435083,203
gene_4555675,202
gene_2847665,199
gene_4089021,199
gene_2742702,198
gene_3552221,198
gene_4202278,198
gene_4141481,197
gene_3889728,197
gene_3773662,196
gene_4313014,196
gene_4577484,195
gene_4391556,194
gene_2924220,194
gene_3944439,193
gene_4628721,192
gene_4637644,192
gene_4598258,190
gene_4604793,190
gene_3904656,188
gene_4441422,187
gene_4341592,186
S-Fe19_GL0079247,186
gene_4631309,186
gene_4468583,186
gene_4462152,185
gene_4163167,185
gene_2601849,185
gene_3838998,185
gene_1875936,185
gene_4472124,183
gene_3099512,183
gene_4104838,183
gene_3909470,182
gene_2818634,181
7-3_GL0097465,180
gene_3809061,179
gene_4622983,178
gene_4529898,178
4-3_GL0022541,178
gene_4244735,177
gene_3874153,177
gene_2617804,176
gene_4185632,176
gene_4188445,174
gene_4092853,174
gene_4403330,173
gene_3346227,173
gene_4554458,171
gene_3156566,170
gene_2354909,170
gene_4138698,170
gene_4548444,169
gene_3987264,169
gene_3271489,169
gene_3712372,169
gene_4621326,168
gene_3591157,168
gene_4153794,166
gene_3160105,166
gene_2657736,166
gene_3574736,165
gene_3331625,165
gene_3722866,165
gene_4367625,165
gene_3474815,164
gene_3080780,164
gene_4379000,163
gene_4021956,163
gene_4290312,162
gene_3081265,162
gene_2862978,162
gene_3963551,161
gene_3741646,161
gene_1308757,161
gene_3980150,160
gene_4570571,160
gene_4459673,159
gene_1801273,157
gene_4511255,157
gene_4077529,157
gene_3849227,156
gene_4425055,156
gene_4008420,154
gene_3547394,153
gene_3595151,153
gene_1842198,153
gene_4562189,152
gene_3923781,152
gene_3437138,152
gene_4335797,152
gene_4278302,152
gene_3583869,152
gene_4383205,151
gene_3554812,151
gene_3500340,151
gene_3243515,150
2A-dyr16-06_GL0070287,150
gene_3732078,148
gene_4386247,147
gene_4624891,146
gene_4626145,146
gene_4464421,146
gene_4604275,145
gene_4243841,145
gene_3582945,145
gene_3299601,145
gene_2414653,144
gene_3836223,144
NZ_RAYW01000046.1_cds_WP_121700307.1_2029,143
gene_4629269,143
gene_3813420,143
gene_3085907,143
gene_4232289,143
Food_6_GL0330513,143
gene_3293372,142
gene_4006380,142
gene_3566605,139
gene_4259615,139
gene_4244737,139
gene_4050792,138
Food_11_GL0016298,137
gene_2585850,136
gene_4468467,136
gene_4318549,135
gene_4238188,135
gene_3333521,135
gene_4200765,134
gene_3685063,133
gene_4186579,133
gene_4252706,133
gene_4077702,133
gene_4333890,132
gene_3458484,132
gene_3773062,132
gene_2920033,132
gene_540419,132
gene_4393951,131
gene_2789777,131
MC-6-1_GL0034507,131
gene_4573592,131
gene_4567892,131
gene_4252021,131
gene_3231474,130
gene_4519626,129
gene_3445883,129
gene_3953890,128
gene_4224045,128
gene_4535336,127
gene_4479686,127
MC-6-1_GL0056580,126
gene_4028612,126
gene_2836084,126
gene_3178868,126
gene_3344040,125
gene_3316083,125
HF-F_10_GL0052213,125
gene_4198065,125
gene_2607397,125
gene_3831271,124
gene_3433474,124
gene_4286093,124
gene_2027914,124
gene_3612424,123
gene_3399418,122
gene_4170541,121
gene_4548235,121
gene_3605400,121
gene_4635455,121
gene_3522274,121
gene_4195443,121
gene_3213514,121
gene_4272797,121
gene_4344958,120
gene_4021872,120
gene_4638513,119
gene_4035184,119
gene_3853012,119
gene_3993766,119
gene_2124271,118
gene_4232255,117
S-Fe10_GL0006235,117
G1-1A_GL0050052,116
gene_4394567,115
gene_4074583,115
gene_4513491,115
gene_3722245,114
gene_4629151,114
gene_4203265,114
gene_3589727,114
gene_4476415,114
gene_4369413,113
gene_4245204,113
gene_4100492,113
gene_3347461,112
gene_2863323,111
gene_4391312,111
4-4_GL0076807,111
gene_3260888,111
gene_3052833,110
gene_4186822,109
S-Fe11_GL0112354,108
20_GL0136251,108
gene_2730300,108
gene_2507107,107
gene_3495041,106
gene_2907201,106
gene_3563636,106
gene_4212504,106
gene_4560934,105
gene_4439604,105
gene_4058249,104
10_GL0055280,104
gene_4031457,104
HF-F_3_GL0203807,104
gene_4009003,103
gene_4559731,103
gene_4639497,102
gene_3518954,100
gene_3755691,100
gene_3909116,100
gene_4542451,100
gene_3902047,100
gene_1681961,100
S-Fe20_GL0116565,99
S-Fe20_GL0190463,99
gene_4634806,98
gene_3380098,98
gene_4486366,98
gene_2214311,98
gene_4058078,98
gene_4199689,97
gene_3223108,97
gene_3403811,97
gene_3284749,97
gene_3481693,96
1-1_GL0095568,96
gene_3546744,96
gene_3354879,96
gene_3751552,95
gene_4520988,95
gene_2656692,95
gene_3971759,95
gene_4343858,95
MC-0-1_GL0031234,94
gene_3697908,93
Chow_7_GL0265330,93
gene_4459324,93
4-8_GL0125181,92
gene_2231849,92
gene_4329118,92
gene_3942773,92
gene_2903645,92
gene_3965892,91
gene_4564552,91
gene_2880591,91
gene_2908450,90
gene_3551526,90
gene_4189171,89
6-8_GL0029701,89
gene_4501335,88
gene_4498466,88
S-Fe10_GL0016549,88
gene_3482988,88
gene_3955283,88
gene_3041554,88
gene_3152681,88
gene_4443023,88
gene_4177082,87
3-1_GL0007197,87
gene_4529291,87
gene_4087384,86
gene_4158231,86
gene_2905494,85
gene_3852726,85
gene_2669432,85
gene_4226864,84
13_GL0039409,84
gene_4442738,84
gene_3920373,84
Food_10_GL0066534,84
gene_3289459,84
gene_3675170,84
gene_3702398,83
gene_3798027,83
gene_3889558,82
gene_4399192,82
gene_2043202,82
gene_4303281,82
NZ_RAYW01000046.1_cds_WP_121700317.1_2039,81
18_GL0161121,81
gene_4182243,81
gene_3804655,81
gene_3232543,81
gene_2525172,80
1-4_GL0056533,80
gene_3992124,80
gene_4627868,80
gene_4516378,80
MC-6-2_GL0049475,80
gene_3978891,80
gene_3817704,79
gene_3927039,79
gene_2672380,79
DSM22607_6_GL0065413,79
gene_4624516,78
Chow_1_GL0274313,78
gene_4511254,78
gene_3577811,78
MC-0-3_GL0023855,78
gene_1026049,78
gene_3224900,77
gene_3544651,77
S-Fe20_GL0097097,77
gene_1038347,77
gene_4299182,77
Chow_2_GL0203572,77
gene_4025479,76
gene_4574508,76
gene_2898235,75
13_GL0051130,75
gene_3741661,75
gene_3554842,75
gene_2794976,75
gene_2476695,75
gene_4295313,74
gene_4449852,74
Food_14_GL0193354,74
gene_1979399,73
gene_2282922,73
gene_4273994,73
13_GL0087157,72
gene_2831467,72
HF-S_4_GL0118317,71
gene_3757065,71
gene_4057972,71
gene_4094261,70
2A-dyr14-06_GL0031301,70
gene_3126436,70
gene_4057995,70
gene_3684336,70
gene_4020953,69
NZ_RAYW01000046.1_cds_WP_121700309.1_2031,69
Chow_2_GL0133162,68
gene_4473505,68
gene_4420282,68
gene_2930587,68
gene_4268029,68
MC-6-2_GL0160056,68
gene_1680788,68
gene_4076253,68
gene_4443621,67
gene_2798255,67
gene_3791683,67
gene_3748997,67
AF73-05_8_GL0389550,67
gene_4064745,67
49_GL0059479,67
gene_2997683,67
gene_3021686,66
HF-S_10_GL0297132,66
gene_3798663,65
gene_4484928,65
MH-0-4_GL0072444,65
gene_3438740,65
gene_4513554,65
gene_3467498,65
5_GL0008795,65
gene_4516870,64
gene_4064433,64
gene_3016753,64
NZ_CP021421.1_cds_WP_068960594.1_815,64
Food_7_GL0259738,64
MH-6-4_GL0161216,64
gene_3937009,63
gene_4434977,63
gene_3983201,63
gene_1026056,63
gene_3584278,63
gene_3712344,63
gene_3491618,63
MH-6-1_GL0104095,63
MC-6-1_GL0099392,62
gene_4602381,62
gene_4394111,62
gene_3440799,62
HF-S_13_GL0013361,62
gene_4403189,62
gene_4559652,62
gene_4349042,61
43_GL0066544,61
gene_4389427,61
10_GL0055282,61
gene_2657356,61
NZ_RAYW01000020.1_cds_WP_121699522.1_705,60
gene_3151780,60
gene_4625526,60
S-Fe1_GL0157828,60
S-Fe20_GL0107475,60
gene_2497113,60
gene_3616543,59
gene_1979401,59
gene_4584537,59
gene_4586369,59
gene_3788612,59
gene_3613912,58
gene_4367740,58
S-Fe10_GL0080522,58
S-Fe20_GL0054886,57
MC-6-4_GL0046621,57
gene_4622897,57
gene_3869451,57
4-8_GL0068539,57
gene_3950018,57
gene_3782006,57
13_GL0032366,57
S-Fe1_GL0109906,56
AF73-05_1_GL0167012,56
S-Fe1_GL0041143,56
gene_4082457,56
gene_2963520,56
gene_1801269,55
MC-6-3_GL0041688,55
gene_2807419,55
gene_3308635,55
gene_4061258,55
gene_4164545,55
gene_2501060,55
gene_4582584,55
NZ_NHMU01000004.1_cds_WP_065538169.1_2751,55
gene_4563424,55
9_GL0056804,54
S-Fe4_GL0142702,54
AF73-05_3_GL0107163,54
13_GL0042852,54
gene_4551605,54
gene_3368895,53
gene_3299502,53
gene_4394921,53
gene_4014243,53
gene_567871,53
gene_4446246,53
gene_2241564,53
MC-6-1_GL0056571,53
gene_3588741,53
4-4_GL0018594,52
AF73-05_1_GL0393512,52
gene_2828115,52
gene_3568808,52
gene_3656247,52
gene_4527402,52
Food_13_GL0069898,52
gene_2804138,51
gene_1848969,51
gene_2780734,51
gene_4300846,51
gene_2234702,51
gene_1801275,50
gene_2807420,50
gene_4252019,50
gene_3041983,50
gene_2840762,50
gene_4615444,49
gene_1631321,49
gene_3210127,49
1-1_GL0152039,49
gene_4617002,49
gene_4509480,49
gene_3114394,49
gene_3539583,49
gene_3904347,48
10_GL0014575,48
gene_3488423,48
gene_4304291,48
AF73-05_11_GL0055617,48
HF-S_10_GL0047774,48
gene_2384494,48
gene_4317045,48
gene_1796315,48
gene_4009578,48
gene_4342136,48
HF-S_3_GL0295128,47
gene_1760260,47
gene_4206593,47
gene_3672438,47
gene_2198646,47
gene_4062643,47
gene_4307020,47
gene_2797433,47
gene_3820861,47
OB-1_12_GL0318753,47
31_GL0028493,47
NZ_CP021421.1_cds_WP_068959868.1_590,46
gene_3538811,46
gene_4544681,46
gene_1756873,46
DSM22607_3_GL0200065,46
gene_3823003,46
gene_4124753,46
12_GL0011127,46
gene_4338454,46
G1-1A_GL0101176,46
gene_3507422,46
gene_3836026,46
gene_1979398,46
gene_4267068,46
4-4_GL0027947,45
gene_3011879,45
gene_3082409,45
gene_4369389,45
10_GL0037899,45
gene_1400312,45
NZ_CP021421.1_cds_WP_068959865.1_594,45
gene_3864243,45
G1-1A_GL0057446,45
gene_4257021,45
MC-0-1_GL0064059,45
gene_4363993,45
gene_3345610,44
gene_2466519,44
16_GL0095700,44
gene_2741080,44
gene_3894916,44
G1-1A_GL0049591,44
gene_3830293,44
gene_4639379,44
gene_3891795,44
gene_3353168,44
NZ_CP021421.1_cds_WP_068959879.1_576,44
G1-1A_GL0033864,43
AF73-05_13_GL0325551,43
gene_3214212,43
gene_3193873,43
gene_3052830,43
28_GL0081835,43
gene_3301656,43
S-Fe13_GL0045943,42
gene_3531789,42
gene_3932088,42
gene_1915907,42
gene_3628386,42
gene_3957808,42
gene_4009577,42
MC-6-1_GL0009235,42
gene_4307019,42
10_GL0053379,42
gene_4370791,42
NZ_NHMU01000001.1_cds_WP_065537559.1_1061,42
S-Fe11_GL0104926,41
gene_3190542,41
AF73-05_14_GL0192089,41
10_GL0028019,41
S-Fe11_GL0107321,41
gene_4108298,41
S-Fe20_GL0129916,41
gene_4215562,41
gene_3909959,41
NZ_CP021421.1_cds_WP_068960568.1_2420,41
MH-6-3_GL0034807,41
MH-6-2_GL0099337,40
NZ_CP021421.1_cds_WP_084273995.1_2421,40
gene_634665,40
gene_2840538,40
gene_3164615,40
gene_4219713,40
gene_4342290,40
gene_2790845,40
gene_2648107,40
4-3_GL0070040,40
AF73-05_8_GL0386864,40
gene_3656896,39
NZ_CP021421.1_cds_WP_084273996.1_2417,39
gene_1631322,39
gene_1848970,39
gene_3326742,39
1-5_GL0022584,39
26_GL0073322,39
MC-0-1_GL0072139,39
1-4_GL0066204,39
gene_3703372,38
gene_2278439,38
gene_2456622,38
gene_1631320,38
gene_1925775,38
gene_3793633,38
S-Fe12_GL0126994,38
1-1_GL0095554,38
S-Fe17_GL0123982,38
gene_2318072,38
gene_3229463,38
MH-6-1_GL0028188,38
gene_3997338,37
S-Fe17_GL0086231,37
gene_4161941,37
gene_2275554,37
gene_1743535,37
gene_3158900,37
gene_2997680,37
G1-1A_GL0049559,37
gene_2466058,37
gene_2382463,37
HF-S_8_GL0298285,36
1_GL0116270,36
31_GL0091420,36
gene_4633015,36
gene_3539584,36
MC-0-1_GL0064066,36
2-6_GL0060218,36
gene_2723483,36
OB-1_13_GL0316445,36
gene_2635240,36
AF73-05_13_GL0162590,36
gene_3830901,36
gene_2501807,36
gene_2657919,36
gene_3609243,36
MC-6-3_GL0019126,36
1-5_GL0032273,36
40_GL0053364,36
gene_834011,35
NZ_NHMU01000012.1_cds_WP_084081121.1_372,35
gene_2114564,35
1-1_GL0151226,35
gene_1243482,35
gene_3215381,35
AF73-05_2_GL0356908,35
1-2_GL0053304,35
G1-1A_GL0063013,35
MH-0-5_GL0074155,35
gene_4213252,35
Group2-5A_GL0110485,35
G1-1A_GL0057468,35
Food_7_GL0173186,35
gene_4421225,35
AF73-05_10_GL0139226,35
G1-1A_GL0015451,35
NZ_RAYW01000017.1_cds_WP_121699329.1_498,35
16_GL0095701,35
gene_4549766,35
gene_2999740,35
G1-1A_GL0059676,35
gene_3769439,35
MC-6-1_GL0029176,34
gene_4380983,34
MC-6-2_GL0049483,34
AF73-05_1_GL0380847,34
G1-1A_GL0012238,34
S-Fe16_GL0059627,34
gene_2755000,34
MC-0-1_GL0064063,34
gene_3471869,34
gene_4215693,34
gene_4444613,34
AF73-05_7_GL0121446,34
MC-6-3_GL0070981,34
MH-6-4_GL0116906,34
gene_2906442,34
G1-1A_GL0028532,34
gene_3356230,34
MC-6-2_GL0132299,34
gene_1390020,34
7-1_GL0011137,34
gene_4515011,34
MC-6-2_GL0070581,34
G1-1A_GL0063050,33
G1-7A_GL0079171,33
gene_2903631,33
gene_4071155,33
gene_3074511,33
gene_4041898,33
gene_4505013,33
gene_2737365,33
MC-0-1_GL0001315,33
S-Fe11_GL0029178,33
S-Fe13_GL0007921,33
gene_4526693,33
gene_3380452,33
G1-1A_GL0095230,33
gene_2325145,33
AF73-05_3_GL0412672,33
4-3_GL0010151,33
G1-1A_GL0060977,33
S-Fe20_GL0118191,33
1A-dyr1-07_GL0042204,33
G1-1A_GL0010975,33
S-Fe16_GL0024794,33
G1-1A_GL0044545,33
MC-0-3_GL0032050,33
MC-6-3_GL0091828,33
gene_4182415,33
MC-6-5_GL0078955,33
1-2_GL0058395,33
AF73-05_11_GL0059957,32
10_GL0014574,32
G1-1A_GL0092990,32
G1-1A_GL0002804,32
MC-0-1_GL0033208,32
S-Fe3_GL0104508,32
MC-0-3_GL0009894,32
gene_1567482,32
S-Fe19_GL0025486,32
gene_3736748,32
MC-0-1_GL0125622,32
28_GL0120322,32
S-Fe6_GL0194604,32
gene_3604879,32
gene_3616451,32
gene_1390021,32
gene_650047,32
S-Fe17_GL0088567,32
gene_1026051,32
AF73-05_13_GL0102706,32
gene_3819288,32
gene_1875934,32
MC-6-2_GL0160054,32
gene_3455917,32
gene_3345609,31
gene_4285893,31
gene_2617190,31
14_GL0097358,31
G1-1A_GL0092996,31
gene_4308977,31
MC-0-1_GL0001317,31
gene_2536053,31
G1-1A_GL0101224,31
Food_10_GL0086541,31
HF-F_5_GL0101465,31
2-5_GL0025268,31
gene_3447459,31
gene_3109821,31
27_GL0085325,31
gene_3333401,31
S-Fe20_GL0179312,31
gene_4196444,31
Food_9_GL0248318,31
G1-1A_GL0095264,31
gene_3577546,31
G1-1A_GL0113949,31
gene_3818168,31
gene_3104078,31
gene_2935320,30
S-Fe7_GL0119617,30
MC-6-1_GL0056575,30
gene_2664238,30
gene_4386064,30
G1-1A_GL0086559,30
gene_3373399,30
DSM22607_13_GL0161596,30
gene_3662133,30
gene_2913577,30
37_GL0039607,30
G1-1A_GL0049594,30
MC-6-5_GL0103100,30
G1-1A_GL0107438,30
HF-F_14_GL0136380,30
S-Fe19_GL0113025,30
MC-6-1_GL0098152,30
Chow_8_GL0013937,30
gene_1246467,30
G1-1A_GL0032184,30
MH-0-5_GL0106891,29
19_GL0066769,29
gene_1553055,29
MC-0-3_GL0092909,29
gene_1970229,29
gene_3862166,29
MC-0-3_GL0085165,29
G1-5A_GL0002611,29
11_GL0076861,29
gene_4019167,29
gene_3620297,29
NZ_RAYW01000017.1_cds_WP_121699330.1_499,29
S-Fe13_GL0021969,29
gene_2943392,29
S-Fe11_GL0070726,29
gene_4395181,29
gene_1945451,29
gene_1884211,29
gene_3661100,29
S-Fe3_GL0008318,29
28_GL0025609,29
NZ_CP021421.1_cds_2284,29
G1-1A_GL0057456,29
13_GL0024629,29
HF-F_4_GL0161762,29
gene_4505023,29
1-6_GL0074849,29
gene_4225936,29
