gene,donor_3_cecum
gene_4593768,418
gene_2671553,418
gene_3910851,417
gene_3952481,417
gene_3442602,416
gene_3363935,415
gene_3584310,415
gene_3573195,415
gene_3399198,413
gene_4110883,412
gene_3616404,410
gene_4343613,410
gene_3296140,409
gene_4291186,408
gene_3877033,408
gene_3766364,407
gene_3026649,407
gene_3205533,407
gene_3240042,407
gene_4161604,406
gene_3902141,405
gene_3840831,405
gene_4393318,405
gene_3237970,404
gene_3940464,404
gene_3928646,403
gene_4318733,402
gene_4237576,402
gene_4561988,400
gene_2698357,400
gene_3031888,400
gene_4316716,399
gene_2936220,398
gene_4101749,397
gene_3737321,397
gene_4426395,396
gene_2815513,395
gene_3788613,393
gene_3819729,393
gene_3024445,392
gene_3357055,392
gene_3847449,391
gene_3154440,391
gene_2801242,391
gene_4060894,391
gene_4043107,390
gene_3465852,389
gene_4480472,388
gene_2615331,388
gene_4420865,388
gene_3369022,387
gene_2751765,387
gene_4512224,387
gene_4401875,386
gene_4438048,386
gene_4169248,386
gene_2726972,386
gene_3449131,386
gene_3823417,385
gene_3840202,385
gene_3742308,384
gene_4421702,384
gene_4103682,384
gene_3331960,384
gene_4228096,382
gene_3979571,380
gene_3236789,380
gene_3877458,378
gene_4115873,378
gene_4452368,375
gene_3703836,375
gene_4428354,375
gene_4015698,374
gene_3171902,374
gene_4147670,373
gene_3559517,372
gene_4328530,372
gene_4306017,370
gene_3340959,370
gene_2004562,370
gene_4631408,369
gene_4517544,369
gene_3975977,369
gene_3930782,368
gene_4130075,368
gene_4412666,367
gene_2668423,366
gene_3422684,365
gene_3924852,364
gene_3919807,362
gene_3791024,361
gene_3284991,361
gene_2773699,360
gene_3815982,360
gene_4066797,359
gene_2564296,359
gene_3162651,358
HF-F_2_GL0008562,357
gene_4536800,357
gene_4264963,355
gene_3768436,355
gene_3222669,355
gene_4370760,353
gene_4296261,352
gene_3224473,352
gene_4198066,352
gene_3909592,351
gene_4633114,351
gene_3826634,351
gene_3197931,350
gene_4258739,349
gene_3087064,349
gene_3487896,348
gene_2655864,346
gene_3308769,346
gene_4089213,345
gene_3924558,345
gene_3721413,344
gene_4292228,344
gene_4348082,343
gene_4364997,342
gene_3989276,342
gene_3539774,342
gene_4535067,341
gene_3573009,341
gene_2348583,341
gene_4314512,337
gene_4593553,335
gene_2985365,335
gene_2967397,333
gene_4274460,332
gene_4506981,332
gene_4437088,331
gene_3371392,331
gene_4373426,331
gene_4216454,331
gene_4375748,330
gene_3761008,330
gene_3195928,329
gene_4498628,329
gene_4124058,329
gene_4285981,329
gene_2884174,328
gene_4239737,328
gene_4443822,327
gene_4023574,323
gene_4369583,323
gene_4375749,323
gene_4540846,323
gene_3314060,321
gene_4483122,321
gene_4257004,321
gene_3757682,320
gene_4628721,319
gene_3283102,319
gene_2801116,319
gene_4162304,318
gene_2709517,318
gene_2601849,317
gene_4574498,317
gene_4370459,316
gene_3251442,316
gene_3963550,316
gene_4600913,315
gene_2877394,314
gene_3085907,313
gene_4512223,313
gene_2476692,312
gene_4570571,312
gene_3619597,312
gene_4151988,311
gene_4502920,311
gene_2678024,307
gene_4006380,307
gene_4445555,307
gene_3896186,307
gene_4480420,306
gene_4623413,306
gene_4435083,306
gene_2579591,306
gene_4092115,304
gene_1165785,304
gene_4472124,302
gene_3325611,302
gene_3839417,301
gene_3811695,301
gene_2738378,300
gene_3990386,298
gene_4238847,298
gene_2135555,297
gene_3889287,297
gene_3188393,295
gene_4185014,293
gene_3070690,293
gene_4536111,293
gene_3739292,292
gene_2684484,291
gene_3735792,290
gene_3814702,290
gene_2864658,288
gene_4000699,288
gene_4138552,287
Food_11_GL0016298,286
gene_4183607,286
gene_3433474,286
gene_2197877,285
gene_4203266,285
gene_2807698,285
gene_3764832,285
gene_3334043,284
gene_3148548,284
gene_3823424,284
gene_3249174,284
gene_3231474,283
gene_4488023,282
gene_3778329,280
gene_4216501,280
gene_2598436,280
gene_4358785,278
gene_3745320,277
gene_4186093,277
gene_4613965,277
gene_3364519,277
gene_3788614,276
gene_4202278,276
gene_4476415,275
gene_3399418,275
gene_4034762,274
gene_3963551,273
gene_4397118,273
gene_4551145,272
gene_3052833,272
gene_4479686,272
gene_4035484,272
gene_2788208,272
gene_3770444,272
gene_3889728,272
gene_4560520,271
gene_3990632,269
gene_3365449,268
gene_4391556,268
gene_4459673,267
gene_3813420,267
gene_2204013,267
gene_4117233,266
gene_4560934,265
gene_2624757,263
gene_4498685,262
gene_3203716,262
gene_4188445,261
gene_3909116,261
gene_3295179,260
gene_3156566,260
gene_4611582,259
gene_3020242,259
gene_4138698,258
gene_4365283,258
gene_3773662,258
gene_4280422,256
gene_4094560,256
gene_1308757,255
gene_1502962,255
gene_3160558,255
gene_4104838,254
gene_3098774,253
gene_3397605,253
gene_3061667,252
AF73-05_11_GL0209545,251
gene_3838998,250
gene_4389605,250
Group2-8A_GL0229637,250
gene_4258903,249
gene_2524915,248
gene_3612424,248
gene_2788830,248
gene_4015660,248
gene_2267147,247
gene_4152213,247
gene_3794844,246
gene_4367958,246
gene_3591157,246
gene_3741646,243
gene_3487488,242
G1-3A_GL0109973,241
gene_4621326,240
gene_3943715,240
gene_3788687,240
gene_4604793,239
gene_3696814,239
gene_3860130,239
gene_4273003,237
gene_4367625,236
gene_4362721,236
gene_4573592,235
gene_4567892,235
gene_4203265,233
gene_4279980,232
gene_3223108,231
gene_4468583,230
gene_3552221,230
gene_4313014,230
gene_3491307,229
gene_3909470,229
gene_4163167,228
gene_2924220,227
Chow_7_GL0049220,227
gene_4252706,226
gene_4403330,226
gene_3855165,225
gene_4637644,225
gene_3595151,225
gene_3032579,225
gene_4615558,224
gene_4373423,222
gene_3712372,222
gene_3062715,220
G1-1A_GL0050052,220
gene_4244735,219
gene_3298039,219
gene_4629999,218
gene_2589919,216
gene_4259615,216
gene_4092677,214
gene_3178868,214
gene_4035184,213
gene_3729402,213
gene_4031457,213
gene_4286093,212
gene_3576320,212
gene_4021956,212
NZ_KB822471.1_cds_WP_004053887.1_949,212
gene_2585850,212
gene_1875936,211
gene_3951783,211
gene_2836084,211
gene_4629269,211
gene_4059760,210
gene_4287701,210
gene_4333890,210
gene_3099512,209
gene_1842198,209
gene_3354879,209
gene_2354909,209
gene_4186579,208
gene_4441422,208
gene_4198065,208
gene_4238188,208
gene_3437138,207
gene_1941510,207
gene_3574736,207
gene_2920034,206
gene_2617804,206
gene_3967584,204
gene_4635455,204
gene_3152681,204
gene_2660287,204
gene_4604275,202
gene_3874153,202
NZ_KB822405.1_cds_WP_081610250.1_1009,201
NZ_KB822471.1_cds_WP_040468308.1_953,201
gene_4390929,200
gene_4522995,199
gene_4330099,198
gene_2607397,198
gene_4050349,196
gene_3506278,196
gene_4158073,196
gene_4555675,196
gene_4061037,196
gene_3566605,195
gene_3299601,195
gene_4008420,194
gene_4214931,193
gene_4446143,193
G1-3A_GL0142396,193
gene_4577484,193
gene_4342427,192
gene_4629151,192
gene_3271489,192
gene_3331625,190
gene_4468467,190
gene_4626145,189
gene_4252021,188
gene_3641927,188
gene_4100492,188
gene_2920033,187
gene_3342270,186
gene_4203001,186
gene_3654226,186
gene_2847665,186
gene_2027914,185
gene_4393951,185
gene_4529898,183
gene_4243841,183
gene_4461645,183
gene_4092853,181
gene_2584443,179
gene_2863323,179
gene_3495041,179
gene_4141481,178
gene_4462152,178
gene_4064017,178
gene_4548444,178
gene_3870639,177
gene_4050792,177
gene_4213637,175
gene_4529291,175
gene_4242330,175
gene_2669432,174
gene_3869922,174
gene_3685063,174
gene_4497718,173
gene_4375326,172
gene_4631309,172
gene_2414653,171
gene_4544603,171
gene_2657736,170
gene_4244737,170
gene_3546744,169
gene_3849227,168
gene_4383205,168
gene_4619994,168
gene_4464421,168
gene_4245204,168
gene_4077702,166
gene_4212152,166
gene_4598258,166
S-Fe12_GL0194872,165
gene_4077529,165
gene_3722866,164
gene_3346227,164
gene_4386247,164
gene_4087384,164
gene_4030026,164
gene_4290748,163
gene_4177082,163
gene_3489285,163
gene_4439604,163
gene_4174056,163
gene_3750879,163
gene_3445883,162
gene_2997011,162
gene_4519626,162
gene_4200765,162
gene_4384710,162
gene_2507107,162
gene_3923781,161
gene_3873644,161
gene_4185632,161
gene_3518954,160
gene_3243515,160
gene_4318549,160
gene_3582945,160
gene_2497113,160
gene_3675170,159
gene_4634806,159
gene_4624891,159
gene_4089021,159
gene_3458484,158
gene_3474815,157
gene_3831271,156
gene_3732078,156
gene_4025479,155
Group2-2A_GL0071495,155
gene_3522274,154
gene_3942773,154
gene_4170541,154
gene_4273994,154
Group2-7A_GL0116341,153
gene_4548235,153
20_GL0021017,151
gene_4232289,151
gene_3080780,149
gene_4028612,149
gene_4501335,149
gene_3595036,149
gene_1801273,149
Food_6_GL0012619,148
gene_540419,147
gene_4172387,146
gene_3151780,146
gene_4535336,145
gene_3232543,145
gene_4541878,145
gene_3616119,145
gene_3944439,144
gene_4443023,143
gene_4369413,142
gene_4341592,142
gene_2903645,142
gene_3852726,142
gene_4564552,141
gene_4554458,140
gene_3751552,140
gene_4562189,140
gene_2908450,140
gene_3041554,139
gene_3809061,139
gene_4153794,139
gene_4411896,138
gene_3368895,137
gene_4367740,137
gene_4272797,137
gene_4189171,137
gene_3987264,136
gene_3804655,134
gene_3544651,134
gene_4199689,134
gene_3980150,133
gene_4343858,132
gene_4415572,131
gene_3904656,131
NZ_RAYY01000042.1_cds_WP_120424490.1_3420,131
gene_4511255,131
22_GL0073286,131
gene_3902047,131
gene_3537486,130
gene_3491618,130
gene_4335797,129
gene_4224045,129
gene_3344040,129
gene_4195443,129
gene_2742702,129
gene_3160105,128
gene_4622983,128
gene_4232255,127
gene_3782006,127
gene_3702398,127
gene_3356230,126
4-8_GL0125181,126
gene_3836223,126
gene_1681961,125
gene_4442738,125
gene_1801269,124
gene_4058249,124
gene_4449852,124
gene_3605400,123
gene_3798027,123
gene_3993766,123
gene_3347461,123
gene_2282922,123
gene_3213514,123
gene_4076253,121
gene_3554842,119
gene_2476695,119
gene_4278302,119
gene_3584278,118
gene_2818634,118
gene_3955283,117
G1-8A_GL0145214,117
gene_3471869,116
gene_4394567,115
gene_3554812,115
gene_4057972,113
gene_4602381,113
gene_4399192,113
gene_4484928,112
gene_3316083,112
gene_3791683,111
gene_3773062,111
gene_3766831,111
gene_3403811,110
gene_2807419,109
gene_3016753,109
gene_4064745,108
gene_4513491,108
gene_4268029,108
gene_2907201,108
gene_4498466,108
gene_3937009,108
gene_3438740,107
gene_3788612,107
gene_2241564,107
gene_4226864,106
gene_4344958,106
gene_4559731,106
gene_4021872,106
gene_3293372,106
gene_2828115,106
gene_3577811,105
gene_2956328,105
gene_2525172,105
gene_4627868,105
gene_3853012,105
gene_4459324,105
gene_3551526,105
DSM22607_11_GL0316851,104
gene_4486366,104
gene_2124271,103
gene_4584537,103
2A-dyr14-06_GL0059375,103
Chow_5_GL0157129,102
gene_2930587,102
gene_3229463,101
Group2-6A_GL0094026,101
gene_3757065,101
gene_4186822,100
gene_1796315,100
gene_4074583,100
gene_3965892,100
gene_3920373,100
AF73-05_10_GL0232426,100
gene_3081265,99
gene_3697908,99
gene_3539583,99
gene_3953890,99
gene_4625526,99
gene_4389427,99
gene_4379000,99
gene_3589727,99
gene_4615444,99
gene_4622897,98
gene_4489374,97
gene_3741661,97
gene_4303281,97
gene_4520988,96
gene_3927039,95
gene_2043202,95
6-7_GL0024773,95
gene_3260888,95
gene_4158231,95
gene_3628386,94
gene_4304291,94
gene_1026049,94
gene_3755691,93
Food_4_GL0106761,93
gene_2794976,93
gene_2807420,92
gene_3467498,92
gene_3380098,92
gene_3793633,92
gene_2862978,91
gene_4403189,91
gene_2231849,91
OB-1_10_GL0251535,91
gene_4164545,91
gene_4639497,90
gene_3289459,90
gene_3712344,90
gene_4420282,89
gene_1760260,89
gene_4624516,88
gene_4563424,88
gene_4513554,88
2A-dyr14-06_GL0018873,88
gene_4329118,88
gene_3957808,87
gene_2905494,87
gene_3971759,87
gene_4582584,87
gene_4299182,87
gene_4308977,86
gene_2730300,86
gene_3455917,86
gene_4633015,85
gene_4349042,85
gene_4215562,85
gene_3616543,84
gene_3891795,84
gene_4342136,84
gene_3703372,84
HF-S_8_GL0298285,84
Food_11_GL0287172,84
gene_3583869,83
Food_3_GL0225116,83
gene_3349576,83
gene_2840538,83
gene_3488423,83
gene_3482988,83
gene_4511254,82
gene_4138495,82
1-7_GL0098320,82
G1-3A_GL0139904,81
gene_2790845,81
gene_2147867,81
10_GL0037899,80
gene_4257021,80
gene_4542451,80
gene_4058078,80
gene_2234702,79
gene_2815192,79
gene_4443621,79
2-7_GL0074493,79
gene_3978891,79
gene_3082409,78
gene_4290312,78
gene_3114394,78
gene_4014243,78
gene_2656692,77
gene_3481693,77
43_GL0081232,77
gene_3780544,77
gene_4327375,77
gene_4082457,76
HF-F_5_GL0101465,76
27_GL0085325,76
gene_2741080,76
gene_3214212,76
gene_4473505,76
gene_4124753,75
gene_4252019,75
gene_4617002,75
gene_3819288,75
gene_4094261,74
gene_3501060,74
gene_4516870,73
gene_4081333,73
gene_3588741,73
gene_3440799,72
gene_4394921,72
G1-5A_GL0120923,72
gene_3830293,72
gene_1398152,72
gene_2657919,71
gene_3744795,71
AF73-05_11_GL0275898,71
gene_2672380,71
gene_1567482,70
gene_4019167,70
55_GL0085882,70
gene_1400312,69
gene_3193873,69
gene_3539584,69
NZ_KB822407.1_cds_1387,69
gene_1985762,69
gene_3817704,69
gene_4638513,69
gene_3684336,68
gene_4615840,68
gene_3862166,68
gene_3613912,68
gene_4206593,68
gene_1801275,68
gene_3333521,68
gene_3164615,67
gene_1875934,67
gene_2318072,67
gene_4509480,67
1-6_GL0074849,67
gene_3640591,67
gene_3041983,66
19_GL0066769,65
gene_3983201,65
gene_4386064,65
gene_3021686,65
gene_3992124,65
gene_3326742,64
gene_2297767,64
gene_2903631,64
gene_4212504,64
gene_2780734,64
gene_2755000,64
gene_3538811,63
gene_3692905,63
NZ_KB822503.1_cds_5744,63
gene_3836026,63
gene_4515011,63
gene_4574508,63
gene_4267068,62
gene_3864243,62
gene_2501807,62
OB-1_3_GL0131229,62
gene_3932088,62
gene_4356000,62
gene_4317045,62
gene_3568808,61
gene_4370791,61
gene_3301025,61
gene_4020953,61
gene_4338454,61
gene_3126436,61
gene_3889558,60
26_GL0055056,60
gene_4108298,60
gene_4432533,60
gene_1774068,60
4-8_GL0068539,59
gene_1985761,59
gene_4225936,59
gene_2510662,59
5-2_GL0089825,59
gene_3052830,59
gene_3620297,59
1-6_GL0033537,59
gene_4551605,59
AF73-05_8_GL0386864,59
Food_12_GL0173478,59
gene_3158900,59
gene_2278439,58
gene_3003808,58
Food_10_GL0066534,58
gene_4064433,58
4-8_GL0043949,57
gene_3909959,57
gene_2880591,57
gene_4009577,57
gene_3850551,57
gene_3904347,57
gene_3795087,56
gene_3190542,56
gene_3210127,55
gene_3656247,55
gene_3609243,55
6-8_GL0029701,55
gene_4009003,55
gene_2114564,55
gene_3353168,55
gene_2997680,55
gene_3284749,54
OB-1_3_GL0242167,54
NZ_QWMU01000084.1_cds_1994,54
gene_3052834,54
gene_2898235,54
gene_2965782,53
DSM22607_11_GL0370843,53
gene_4196444,53
gene_4438284,53
DSM22607_3_GL0200065,53
gene_3224900,52
gene_4485090,52
gene_1454868,52
gene_1454861,52
gene_3748997,52
gene_1925775,52
gene_3869451,52
gene_4342290,52
gene_4544681,52
gene_4009578,52
gene_4633741,52
gene_3798663,52
gene_4219713,52
gene_4362860,51
gene_3373399,51
gene_4394111,51
gene_3769439,51
20_GL0152199,51
gene_3451154,51
gene_2963520,51
gene_2906442,51
gene_3894916,50
gene_4057995,50
gene_3823003,50
gene_4023422,50
gene_2384494,50
gene_3507422,50
gene_1026051,50
gene_4298447,49
gene_4323988,49
gene_4527402,49
gene_1801276,49
gene_4307019,49
gene_4405812,49
gene_4467483,49
gene_4061258,49
gene_2934785,48
gene_2971358,48
gene_2913577,48
gene_4235143,48
gene_3319235,48
5-7_GL0094631,48
gene_3794778,48
gene_4295313,48
gene_4623474,47
gene_4307020,47
gene_3661100,47
gene_1026056,47
gene_3458979,47
gene_4323814,47
gene_3308635,47
gene_3515490,46
gene_4062643,46
gene_4223916,46
gene_4444613,46
Food_9_GL0075663,46
gene_3820861,46
gene_3736748,46
gene_3362607,46
gene_4363993,46
gene_4182415,45
gene_4182243,45
2A-dyr14-06_GL0043476,45
gene_2664238,45
gene_4453006,45
gene_4052874,45
NZ_QZFR01000080.1_cds_2036,45
gene_3262475,44
gene_2101002,44
NZ_QZFR01000025.1_cds_849,44
gene_4024347,44
HF-S_9_GL0071113,44
gene_3997852,44
gene_4549766,44
gene_2780731,44
gene_4285893,44
gene_3641099,43
gene_2769485,43
G1-7A_GL0164649,43
gene_4257775,43
NZ_KB822406.1_cds_1157,43
gene_3203310,42
gene_2466058,42
gene_3662133,42
gene_3146998,42
gene_4446246,42
G1-6A_GL0053818,42
gene_4215693,42
gene_1796314,42
gene_2076199,41
gene_4225159,40
gene_425359,40
gene_2635240,40
gene_3840685,40
gene_3023688,40
gene_2780400,40
gene_3024861,40
gene_4036453,40
gene_3380452,40
gene_4639379,40
gene_3439165,40
gene_3818168,40
27_GL0045971,39
gene_4369389,39
gene_3950018,39
gene_3443577,39
1-6_GL0102647,38
gene_4434977,38
gene_2831467,38
gene_4189210,37
gene_2997683,37
gene_4378964,37
NZ_KI535318.1_cds_WP_023346724.1_1096,37
NZ_QWMU01000178.1_cds_489,37
2-5_GL0081082,37
NZ_RAZK01000270.1_cds_WP_120487439.1_2917,37
gene_3144460,37
gene_4376938,37
NZ_QZFR01000188.1_cds_595,36
NZ_RAZF01000070.1_cds_WP_120429146.1_2926,36
gene_2227092,36
gene_4586369,36
gene_4360244,36
gene_3638798,36
gene_4002518,36
gene_3629155,36
NZ_KB822501.1_cds_5213,36
G1-3A_GL0080246,36
gene_2999740,36
5_GL0165644,36
gene_4156421,36
gene_3893000,36
6-3_GL0107444,35
gene_4197547,35
Chow_7_GL0154128,35
NZ_RAZK01000270.1_cds_WP_120487441.1_2916,35
Group2-6A_GL0043808,35
gene_4516378,35
gene_3164403,35
gene_2601444,35
gene_3695085,34
S-Fe8_GL0240717,34
MC-6-4_GL0012793,34
gene_2723483,34
8_GL0132665,34
10_GL0005537,34
S-Fe12_GL0147581,34
gene_671559,34
gene_2617190,34
gene_4071155,34
gene_4362502,34
gene_4627422,34
gene_3287257,34
gene_4244922,34
gene_3694613,33
gene_1713605,33
gene_3805768,33
AF73-05_5_GL0270636,33
gene_3997735,33
gene_3074511,33
gene_3349577,33
gene_2212845,33
4-8_GL0040596,33
gene_2834885,33
gene_3677106,33
gene_4528964,33
gene_2525173,33
Chow_5_GL0325702,33
55_GL0009532,32
gene_3907388,32
gene_3616451,32
gene_4505013,32
gene_3670379,32
gene_3470078,32
gene_4380983,32
gene_4335708,32
gene_2925353,32
3-2_GL0061671,32
S-Fe18_GL0020168,32
gene_4369128,31
DSM22607_5_GL0192626,31
HF-F_5_GL0085475,31
6-7_GL0101348,31
gene_4616862,31
gene_4599246,31
NZ_KB822406.1_cds_1158,31
gene_3333401,31
gene_3672613,31
NZ_QZFR01000203.1_cds_719,31
NZ_KB822406.1_cds_1159,31
gene_534550,31
S-Fe4_GL0030894,31
MH-0-4_GL0038039,31
MC-6-3_GL0087791,31
NZ_QWMU01000159.1_cds_365,31
Group2-2A_GL0154590,31
gene_4204923,30
gene_4619504,30
gene_2013835,30
gene_1188708,30
NZ_RAZF01000070.1_cds_WP_120429144.1_2925,30
HF-S_2_GL0227078,30
gene_4615171,30
NZ_QZFR01000077.1_cds_WP_129303338.1_2015,29
gene_4195564,29
gene_4474925,29
gene_4528692,29
gene_2737365,29
gene_3458968,29
gene_4340244,29
gene_3588998,29
Group2-1A_GL0047440,29
19_GL0070239,29
DSM22607_6_GL0248821,29
Food_10_GL0273174,29
gene_4213252,29
gene_3735518,29
gene_4121820,29
gene_3534764,29
gene_4129450,28
gene_3576147,28
gene_4553178,28
gene_3236790,28
gene_1833609,28
gene_3867051,28
8_GL0027972,28
gene_2261200,28
17_GL0045005,28
gene_3654315,28
gene_4527617,28
gene_3493358,28
gene_4391540,28
gene_4605576,28
NZ_KB822402.1_cds_WP_004048153.1_525,28
AF73-05_5_GL0203354,27
gene_4464113,27
Food_9_GL0258854,27
gene_4479687,27
gene_4422988,27
HF-S_12_GL0017461,27
DSM22607_4_GL0072631,27
gene_3604879,27
gene_2314585,27
2A-dyr14-06_GL0041707,27
2A-dyr16-07_GL0048781,27
gene_3893494,26
gene_3520628,26
gene_4467689,26
gene_3785417,26
ERR1212009_Scaf7_310,26
gene_2629831,26
gene_3213096,26
NZ_RAZK01000082.1_cds_WP_120486086.1_6522,26
G1-5A_GL0001042,26
G1-1A_GL0061196,26
gene_4257158,26
gene_3414628,26
10_GL0060161,26
gene_3462651,26
NZ_KB822458.1_cds_WP_004076930.1_3257,26
3-1_GL0038239,26
gene_4431288,26
1_GL0097637,26
5-4_GL0047810,25
G1-5A_GL0193772,25
gene_4041898,25
gene_4514596,25
30_GL0062622,25
NZ_KB822404.1_cds_692,25
NZ_KI535333.1_cds_WP_023347632.1_2035,25
gene_2066732,25
NZ_KB822403.1_cds_691,25
gene_4238252,25
gene_4431048,25
25_GL0068702,25
20_GL0034288,25
Food_5_GL0223171,25
gene_3884617,25
S-Fe8_GL0172629,25
gene_1398161,25
gene_3771029,24
gene_4395490,24
S-Fe15_GL0068923,24
14_GL0058189,24
S-Fe3_GL0172470,24
gene_3586770,24
gene_4395181,24
AF73-05_7_GL0222942,24
31_GL0029606,24
gene_4109858,24
OB-1_8_GL0006709,24
gene_3531789,24
gene_4559652,24
NZ_RAZE01000038.1_cds_WP_120400864.1_2691,24
gene_4076676,24
gene_2810761,24
